Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,Shots on Target,Shots on Target%,Goals per Shot,Goals per Shot on Target,Avg Shot Distance,FK Shots,Penalties,Penalites Attempted,xG,npxG,npxG per Shot,G-xG,npG-xG,Passes Completed,Passes Attempted,Passes Completed%,Total Pass Dist,Prog Pass Dist,Short Pass Cmp,Short Pass Att,Shor tPass Cmp %,Medium Pass Cmp,Medium Pass Att,Medium Pass Cmp%,Long Pass Cmp,Long Pass Att,Long Pass Cmp%,Assists,xAG,xA,A-xAG,Key Passes,Final 1/3 Cmp,Passes into Penalty Area,Crosses into Penalty Area,Prog Passes,Live Pass,Dead Pass,FK Passes,Thru Balls,Switches,Crosses,Throw In,Corners,In Swing CK,Out Swing CK,Straight CK,Passes Offside,Passes Blocked,SCA,SCA Pass Live,SCA Pass Dead,SCA Dribble,SCA Sh,SCA Fouls Drawn,SCA Def,GCA,GCA Pass Live,GCA Pass Dead,GCA Dribble,GCA Shot,GCA Fouls Drawn,GCA Def,Tackle,Tackles Won,Def 3rd Tkl,Mid 3rd Tkl,Att 3rd Tkl,Drb Tkl,Drb Past Att,Drb Tkl%,Drb Past,Blocks,Sh Blocks,Pass Blocks,Int,Tkl+Int,Clr,Err,Touches,Def Pen Touch,Def 3rd Touch,Mid 3rd Touch,Att 3rd Touch,Att Pen Touch,Live Touch,Att Drb,Succ Drb,Drb Succ%,Times Tackled,Times Tackled%,Carries,Total Carry Distance,Prog Carry Distance,Prog Carries,Carries To Fina lThird,Carries To Pen Area,Carry Mistakes,Disposesed,Received Pass,Prog Passes Rec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%
Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,eng Premier League,22,2000,29,20,1854,9,0.39,8,38,20,52.6,0.21,0.4,18.3,1,0,0,2.7,2.7,0.07,5.3,5.3,574,736,78,9036,1826,325,359,90.5,187,251,74.5,46,83,55.4,1,2.8,2.5,-1.8,36,20,32,8,58,705,27,6,3,8,74,11,9,5,2,0,4,17,82,63,4,8,4,2,1,6,4,0,1,0,1,0,18,8,4,5,9,7,28,25,21,16,1,15,7,25,12,1,930,19,129,297,523,77,930,80,43,53.8,27,33.8,646,5044,3054,111,57,39,34,33,701,171,0,0,0,14,30,9,1,0,0,98,2,7,22.2
Callum Wilson,eng ENG,FW,Newcastle Utd,eng Premier League,31,1992,20,9,991,10,0.82,9,33,18,54.5,0.21,0.39,11.8,0,2,2,8.8,7.2,0.22,0.2,-0.2,105,163,64.4,1266,184,65,83,78.3,25,41,61,3,7,42.9,1,0.6,0.6,0.4,8,3,2,0,9,152,11,0,2,2,3,2,0,0,0,0,0,17,22,12,0,4,5,1,0,4,2,0,1,1,0,0,5,3,0,2,3,0,4,0,4,6,0,6,2,7,4,0,304,6,11,132,168,77,302,32,14,43.8,15,46.9,212,1020,322,11,8,13,47,35,254,77,3,0,0,16,17,4,0,0,0,17,9,16,36
Calum Chambers,eng ENG,"MF,DF",Aston Villa,eng Premier League,28,1995,5,1,152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,113,88.5,1705,512,47,50,94,45,47,95.7,6,10,60,1,0.1,0,0.9,1,2,0,0,5,113,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1,2,1,1,2,5,4,0,129,9,68,49,12,0,129,1,1,100,0,0,78,349,158,0,0,0,0,1,99,1,1,0,0,3,1,0,0,0,0,8,1,1,50
Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,23,1999,29,25,2303,1,0.04,1,5,1,20,0.2,1,10.1,0,0,0,0.3,0.3,0.07,0.7,0.7,1440,1674,86,27276,9421,483,514,94,787,855,92,141,246,57.3,0,0,0.2,0,1,80,2,0,62,1582,91,34,0,12,3,3,0,0,0,0,1,20,15,13,0,0,2,0,0,2,0,0,0,2,0,0,49,29,33,15,1,21,29,72.4,8,32,11,21,28,77,84,4,1901,305,1054,830,37,9,1901,14,11,78.6,2,14.3,1179,6037,3035,15,11,2,12,8,1291,4,6,1,1,15,11,2,0,1,0,171,30,25,54.5
Cameron Archer,eng ENG,MF,Aston Villa,eng Premier League,22,2001,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,83.3,42,0,5,6,83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,4,2,0,7,0,0,0,0,0,5,39,28,1,1,0,1,0,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Cameron Archer,eng ENG,"FW,MF",Sheffield Utd,eng Premier League,22,2001,29,21,1832,5,0.2,4,42,9,21.4,0.1,0.44,16.7,0,0,0,5.5,5.5,0.14,-1.5,-1.5,266,332,80.1,3245,471,171,207,82.6,64,69,92.8,5,9,55.6,1,2.8,1.4,-1.8,23,11,7,2,15,310,22,0,2,1,5,0,0,0,0,0,0,15,49,32,0,9,5,1,2,4,2,0,1,1,0,0,18,13,6,6,6,8,18,44.4,10,22,3,19,1,19,11,0,563,13,63,205,307,69,563,61,30,49.2,29,47.5,345,2186,984,33,29,22,61,45,386,113,1,0,0,14,20,13,0,0,0,62,7,42,14.3
Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,24,1998,10,10,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,442,81.2,8077,5323,101,101,100,196,198,99,62,140,44.3,0,0,0,0,1,9,0,0,1,401,38,10,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,457,269,446,11,0,0,457,0,0,0,0,0,367,1742,1077,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,13,4,0,100
Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,28,1995,27,26,2216,1,0.04,1,12,5,41.7,0.08,0.2,8.5,0,0,0,1.4,1.4,0.12,-0.4,-0.4,907,1035,87.6,16597,6106,334,368,90.8,508,551,92.2,56,93,60.2,0,0.2,0.1,-0.2,2,31,1,0,38,1013,20,19,0,3,1,1,0,0,0,0,2,3,6,6,0,0,0,0,0,1,1,0,0,0,0,0,36,30,30,5,1,19,28,67.9,9,35,28,7,34,70,159,2,1333,262,847,459,32,17,1333,1,0,0,1,100,614,2485,1142,5,2,1,6,1,698,1,4,0,0,15,10,0,0,1,0,129,72,35,67.3
Carles Aleñá,es ESP,MF,Getafe,es La Liga,25,1998,29,10,1020,2,0.09,1,16,5,31.3,0.06,0.2,18.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2,308,396,77.8,5315,1146,144,169,85.2,114,138,82.6,38,59,64.4,1,1.6,1,-0.6,18,31,3,2,23,359,36,17,1,4,33,5,14,13,1,0,1,12,36,21,12,0,1,1,1,2,1,1,0,0,0,0,24,8,7,14,3,10,24,41.7,14,14,3,11,4,28,13,0,546,14,74,251,223,22,546,28,6,21.4,20,71.4,308,1315,402,12,14,5,25,18,366,45,6,0,0,22,18,3,0,0,0,53,11,19,36.7
Carles Pérez,es ESP,"MF,DF",Celta Vigo,es La Liga,25,1998,16,7,772,2,0.12,1,24,6,25,0.04,0.17,21.4,2,0,0,1.2,1.2,0.05,-0.2,-0.2,201,259,77.6,3028,575,110,129,85.3,70,81,86.4,12,27,44.4,1,1.3,0.8,-0.3,10,10,9,2,18,253,5,0,3,1,17,5,0,0,0,0,1,8,29,20,0,5,0,4,0,3,2,0,1,0,0,0,13,5,6,5,2,7,18,38.9,11,14,1,13,5,18,8,0,393,9,55,147,200,25,393,37,14,37.8,18,48.6,264,1791,882,34,20,8,20,17,287,66,3,0,0,15,12,1,0,0,0,45,4,13,23.5
Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,33,1990,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,66.7,349,231,2,2,100,8,9,88.9,4,10,40,0,0,0,0,0,0,0,0,0,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,23,0,0,0,23,0,0,0,0,0,17,61,26,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Carlos Alcaraz,ar ARG,MF,Juventus,it Serie A,20,2002,10,3,380,1,0,0,11,2,18.2,0,0,24,2,0,0,0.4,0.4,0.03,-0.4,-0.4,143,165,86.7,2573,754,68,79,86.1,56,62,90.3,17,19,89.5,1,0.1,0.4,0.9,2,20,4,0,27,155,10,7,2,1,1,2,1,0,0,0,0,3,6,6,0,0,0,0,0,1,1,0,0,0,0,0,6,6,0,6,0,5,10,50,5,5,2,3,5,11,4,0,221,7,22,133,69,12,221,9,3,33.3,5,55.6,141,766,310,6,13,1,8,4,162,9,0,0,0,5,5,0,0,0,0,17,2,9,18.2
Carlos Augusto,br BRA,DF,Inter,it Serie A,24,1999,37,14,1725,3,0,0,22,6,27.3,0,0,17.1,0,0,0,1,1,0.05,-1,-1,921,1099,83.8,14740,4852,466,509,91.6,369,422,87.4,61,95,64.2,3,2.8,2.1,0.2,19,45,15,9,54,977,112,14,0,3,40,92,0,0,0,0,10,25,36,29,4,1,0,1,1,6,4,1,1,0,0,0,29,21,20,9,0,15,22,68.2,7,20,8,12,16,45,52,0,1285,96,425,553,317,52,1285,21,12,57.1,6,28.6,733,3634,1863,42,32,12,21,14,876,88,1,0,0,17,6,1,0,0,0,74,59,26,69.4
Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,19,2004,27,15,1325,0,0,0,21,5,23.8,0,0,24.4,0,0,0,0.8,0.8,0.04,-0.8,-0.8,713,775,92,10618,2185,402,429,93.7,267,278,96,24,30,80,0,0.3,0.3,-0.3,8,38,3,0,50,767,6,6,0,5,0,0,0,0,0,0,2,10,17,16,0,0,1,0,0,1,1,0,0,0,0,0,40,20,17,19,4,23,46,50,23,35,7,28,18,58,30,3,965,65,255,580,139,5,965,22,11,50,6,27.3,571,2903,1423,19,19,1,16,16,664,9,7,0,0,40,27,0,0,0,0,95,24,9,72.7
Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19,2004,2,1,61,0,0,0,2,1,50,0,0,30.4,0,0,0,0,0,0.02,0,0,39,45,86.7,627,100,20,22,90.9,12,13,92.3,4,6,66.7,0,0,0,0,0,5,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,4,1,3,4,75,1,0,0,0,2,8,0,0,59,1,8,39,12,0,59,0,0,0,0,0,43,203,69,1,1,0,0,2,42,1,0,0,0,2,2,0,0,0,0,2,0,0,0
Carlos Benavídez,uy URU,MF,Alavés,es La Liga,25,1998,29,10,1136,4,0.24,3,14,7,50,0.21,0.43,19.8,0,0,0,1,1,0.07,2,2,321,459,69.9,5838,1863,147,179,82.1,130,178,73,37,84,44,1,0.5,0.7,0.5,6,45,9,0,60,447,11,7,1,6,4,3,1,0,0,0,1,3,22,15,0,0,2,2,3,2,2,0,0,0,0,0,56,35,19,26,11,19,34,55.9,15,13,5,8,19,75,31,0,628,35,173,348,113,11,628,4,2,50,2,50,222,1090,508,9,10,1,11,5,286,5,5,0,0,38,9,1,0,2,0,72,35,30,53.8
Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,22,2001,22,18,1584,0,0,0,5,0,0,0,0,15.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3,681,864,78.8,12595,4749,257,302,85.1,353,398,88.7,63,134,47,0,0.1,0.3,-0.1,3,72,3,0,63,831,30,27,0,12,3,3,0,0,0,0,3,10,13,12,1,0,0,0,0,1,1,0,0,0,0,0,33,21,17,9,7,23,37,62.2,14,24,12,12,22,55,78,0,1068,110,498,515,63,10,1068,2,2,100,0,0,592,2792,1490,11,11,1,17,2,629,3,2,0,0,15,8,0,0,0,2,71,36,30,54.5
Carlos Dotor,es ESP,MF,Celta Vigo,es La Liga,22,2001,17,7,708,0,0,0,4,0,0,0,0,22.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,289,350,82.6,4289,997,167,185,90.3,94,115,81.7,15,24,62.5,0,0.1,0.3,-0.1,1,26,3,1,30,339,10,2,1,0,9,4,3,3,0,0,1,7,9,7,1,0,0,1,0,1,0,0,0,0,1,0,14,7,3,8,3,4,13,30.8,9,12,2,10,4,18,4,0,414,14,89,237,93,8,414,3,3,100,0,0,203,883,348,3,6,0,13,9,282,12,2,0,0,14,10,0,0,0,0,49,5,8,38.5
Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,27,1996,10,5,408,3,0.44,2,8,3,37.5,0.13,0.33,15.1,0,1,1,1.5,0.7,0.09,0.5,0.3,44,83,53,589,86,28,44,63.6,13,24,54.2,1,5,20,1,0.5,0.2,0.5,1,4,1,0,4,78,5,1,1,0,1,0,0,0,0,0,0,4,3,2,0,0,0,0,1,1,1,0,0,0,0,0,11,7,3,6,2,0,2,0,2,4,0,4,0,11,5,0,142,6,16,79,49,14,141,10,3,30,7,70,64,315,100,5,3,0,13,14,85,13,3,0,0,15,3,2,0,1,0,18,16,17,48.5
Carlos Neva,es ESP,DF,Granada,es La Liga,27,1996,36,36,3146,2,0,0,4,0,0,0,0,20.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,1291,1701,75.9,21366,8794,689,763,90.3,489,610,80.2,97,224,43.3,2,3.2,1.4,-1.2,20,70,27,18,111,1295,401,52,0,4,83,349,0,0,0,0,5,66,40,32,4,1,0,3,0,3,2,0,0,0,1,0,32,21,22,9,1,17,40,42.5,23,39,14,25,30,62,108,2,2001,112,795,912,310,9,2001,19,7,36.8,10,52.6,915,3728,1984,43,29,0,31,12,1022,98,4,0,0,22,44,0,0,0,0,135,27,31,46.6
Carlos Romero,es ESP,DF,Villarreal,es La Liga,21,2001,7,2,262,0,0,0,2,1,50,0,0,11.1,0,0,0,0.4,0.4,0.2,-0.4,-0.4,113,164,68.9,1883,736,60,74,81.1,45,62,72.6,7,19,36.8,0,0,0.2,0,0,5,1,0,6,130,33,0,0,1,11,33,0,0,0,0,1,9,1,1,0,0,0,0,0,1,1,0,0,0,0,0,11,5,8,1,2,7,12,58.3,5,3,0,3,1,12,11,0,203,16,78,70,55,7,203,6,3,50,3,50,83,524,257,6,3,1,5,2,102,21,1,0,0,2,6,0,0,0,0,27,1,2,33.3
Carlos Soler,es ESP,"MF,DF",Paris S-G,fr Ligue 1,26,1997,24,12,1090,4,0.17,2,14,5,35.7,0.14,0.4,15,0,0,0,1.5,1.5,0.11,0.5,0.5,670,782,85.7,10803,2917,322,356,90.4,265,299,88.6,50,72,69.4,2,2.4,1.9,-0.4,20,58,17,2,74,736,44,17,4,2,23,19,6,1,1,0,2,18,37,30,2,1,2,2,0,2,2,0,0,0,0,0,15,10,9,2,4,6,21,28.6,15,10,3,7,5,20,11,1,872,27,183,423,273,36,872,10,5,50,4,40,707,3403,1302,15,23,2,14,8,673,59,1,0,0,11,10,1,0,0,0,55,6,6,50
Carlos Vicente,es ESP,FW,Alavés,es La Liga,24,1999,18,12,1114,6,0.16,2,15,8,53.3,0.13,0.25,15.2,1,0,0,2.3,2.3,0.16,-0.3,-0.3,201,357,56.3,3443,1278,97,140,69.3,67,108,62,27,66,40.9,4,3.7,2.9,0.3,33,11,18,14,23,301,55,13,1,1,90,6,36,8,17,0,1,20,48,26,13,4,2,3,0,5,3,1,1,0,0,0,16,6,7,7,2,10,25,40,15,4,0,4,4,20,9,0,499,7,63,172,268,41,499,39,15,38.5,23,59,221,1250,541,23,8,10,39,11,298,82,1,0,0,18,25,9,0,0,0,47,22,26,45.8
Carlos Vinícius,br BRA,FW,Fulham,eng Premier League,28,1995,13,2,315,2,0.57,2,9,5,55.6,0.22,0.4,10.9,0,0,0,1.6,1.6,0.18,0.4,0.4,46,62,74.2,587,115,28,34,82.4,14,21,66.7,1,1,100,0,0.8,0.1,-0.8,5,1,0,0,3,61,1,0,0,0,1,0,0,0,0,0,0,1,9,8,0,1,0,0,0,1,1,0,0,0,0,0,3,2,0,1,2,0,4,0,4,4,0,4,0,3,1,0,102,1,11,49,45,15,102,8,2,25,6,75,66,322,91,3,4,2,11,7,80,13,2,0,0,4,2,6,0,0,0,9,4,11,26.7
Carlton Morris,eng ENG,"FW,MF",Luton Town,eng Premier League,27,1995,38,32,2862,15,0.35,11,66,26,39.4,0.09,0.23,13.5,0,5,5,11.4,7.5,0.11,-0.4,-1.5,484,751,64.4,6404,1199,310,415,74.7,132,209,63.2,18,34,52.9,4,2.8,1.6,1.2,22,27,11,0,56,719,19,1,0,2,15,3,1,0,1,0,13,33,71,49,0,5,10,6,1,8,4,0,0,3,1,0,15,8,4,6,5,9,15,60,6,24,5,19,1,16,53,0,1071,63,123,501,457,136,1066,55,31,56.4,20,36.4,548,2855,1152,37,32,18,54,53,799,120,4,0,0,49,43,9,0,0,0,71,133,169,44
Carmona,es ESP,"DF,MF",Getafe,es La Liga,21,2002,30,15,1313,2,0.07,1,12,3,25,0.08,0.33,16.8,0,0,0,0.8,0.8,0.07,0.2,0.2,419,570,73.5,6803,2258,225,259,86.9,144,199,72.4,40,77,51.9,1,1,1.4,0,10,29,12,5,39,489,79,6,0,3,29,73,0,0,0,0,2,20,29,19,3,0,4,1,2,2,1,1,0,0,0,0,30,21,13,14,3,9,28,32.1,19,15,2,13,21,51,25,0,748,28,197,345,216,27,748,28,9,32.1,17,60.7,343,1994,1012,29,19,6,29,14,377,55,8,0,0,33,23,3,0,0,0,71,18,20,47.4
Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,eng Premier League,19,2003,9,2,227,2,0.4,1,3,2,66.7,0.33,0.5,19.9,0,0,0,0.2,0.2,0.05,0.8,0.8,115,134,85.8,1476,266,82,88,93.2,26,31,83.9,4,5,80,1,0.3,0.3,0.7,4,4,6,0,12,134,0,0,2,0,1,0,0,0,0,0,0,4,9,7,0,1,1,0,0,4,2,0,1,1,0,0,6,4,3,3,0,1,3,33.3,2,1,1,0,0,6,1,0,167,1,21,77,72,12,167,12,2,16.7,10,83.3,107,646,231,4,5,2,5,4,129,19,2,0,0,3,2,0,0,0,0,11,1,3,25
Casemiro,br BRA,"MF,DF",Manchester Utd,eng Premier League,31,1992,25,24,1982,3,0.05,1,39,9,23.1,0.03,0.11,17.1,1,0,0,3.5,3.5,0.09,-2.5,-2.5,1165,1425,81.8,20136,7677,536,596,89.9,489,568,86.1,105,187,56.1,2,1,1.2,1,16,124,18,3,112,1385,34,28,4,6,13,0,0,0,0,0,6,18,41,35,2,0,3,1,0,4,4,0,0,0,0,0,83,56,43,32,8,51,106,48.1,55,74,33,41,18,101,71,1,1762,169,646,884,245,45,1762,18,9,50,8,44.4,984,3576,1729,12,22,1,15,17,1163,36,7,0,0,30,10,6,0,1,0,133,42,22,65.6
Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,20,2002,32,24,2191,1,0.04,1,7,3,42.9,0.14,0.33,10.6,0,0,0,0.8,0.8,0.11,0.2,0.2,1726,1885,91.6,30847,11113,636,673,94.5,982,1022,96.1,98,162,60.5,0,0.1,0.8,-0.1,4,107,8,2,107,1839,45,34,1,10,5,5,0,0,0,0,1,12,12,12,0,0,0,0,0,1,1,0,0,0,0,0,19,12,10,9,0,10,12,83.3,2,35,13,22,12,31,94,2,2114,191,955,1111,64,16,2114,31,17,54.8,6,19.4,1446,6629,3477,23,23,1,20,9,1617,9,3,0,0,8,23,1,0,0,0,158,32,27,54.2
Catena,es ESP,DF,Osasuna,es La Liga,28,1994,30,28,2534,4,0.04,1,18,5,27.8,0.06,0.2,13.3,1,0,0,1.3,1.3,0.07,-0.3,-0.3,1095,1341,81.7,25279,10188,255,284,89.8,621,679,91.5,210,355,59.2,3,1,1,2,6,89,3,0,77,1242,94,72,1,19,0,3,0,0,0,0,5,6,14,13,0,0,1,0,0,4,4,0,0,0,0,0,33,18,26,6,1,19,35,54.3,16,24,15,9,15,48,119,3,1574,195,786,747,55,31,1574,7,3,42.9,4,57.1,799,3219,1577,5,2,0,5,4,912,1,8,1,0,47,15,1,0,1,0,129,59,30,66.3
Cauley Woodrow,eng ENG,"FW,MF",Luton Town,eng Premier League,28,1994,24,2,427,2,0.21,1,16,4,25,0.06,0.25,18.7,1,0,0,1.4,1.4,0.09,-0.4,-0.4,110,152,72.4,1530,250,66,82,80.5,31,40,77.5,4,12,33.3,1,1.2,0.9,-0.2,9,5,4,4,6,145,6,0,0,0,10,2,3,0,2,0,1,7,17,13,0,1,2,1,0,2,2,0,0,0,0,0,16,10,8,4,4,9,16,56.3,7,7,1,6,1,17,14,0,223,18,42,85,99,21,223,3,2,66.7,1,33.3,117,527,204,7,7,1,9,8,156,22,2,0,0,8,4,2,0,0,0,21,10,16,38.5
Cedric Zesiger,ch SUI,DF,Wolfsburg,de Bundesliga,25,1998,23,18,1634,0,0,0,16,2,12.5,0,0,20.3,0,0,0,1.3,1.3,0.08,-1.3,-1.3,943,1118,84.3,17299,6554,351,380,92.4,509,559,91.1,74,142,52.1,0,0,0.3,0,1,71,4,2,81,1032,85,43,0,5,5,29,0,0,0,0,1,18,14,11,1,0,2,0,0,2,2,0,0,0,0,0,19,9,13,4,2,10,22,45.5,12,32,21,11,15,34,88,1,1314,141,629,634,58,10,1314,4,3,75,0,0,729,3666,2046,14,9,0,4,6,857,3,5,0,0,24,10,0,0,1,0,66,39,16,70.9
Cenk Özkacar,tr TUR,DF,Valencia,es La Liga,22,2000,23,18,1598,0,0,0,6,3,50,0,0,14.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,698,860,81.2,13108,4662,265,295,89.8,364,398,91.5,58,135,43,0,0.1,0.3,-0.1,1,48,3,0,56,810,48,25,1,9,6,21,0,0,0,0,2,15,13,12,1,0,0,0,0,2,2,0,0,0,0,0,26,15,22,4,0,15,23,65.2,8,18,7,11,18,44,84,1,1035,109,525,469,46,12,1035,8,3,37.5,4,50,532,2748,1574,17,8,0,4,3,617,5,3,0,0,13,8,1,0,1,1,70,31,31,50
Cesare Casadei,it ITA,"FW,MF",Chelsea,eng Premier League,20,2003,11,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,65,81.5,792,155,29,34,85.3,17,22,77.3,4,4,100,0,0.1,0.1,-0.1,2,2,0,0,3,65,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,1,1,0,0,0,0,0,0,0,5,3,2,1,2,2,5,40,3,1,0,1,0,5,4,0,81,6,17,49,15,1,81,2,2,100,0,0,36,234,59,1,0,0,3,0,62,3,0,0,0,4,1,0,0,0,0,1,12,4,75
Chadi Riad,ma MAR,DF,Betis,es La Liga,20,2003,26,24,2164,0,0,0,11,5,45.5,0,0,11.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,1074,1198,89.6,19044,5584,423,451,93.8,568,600,94.7,62,111,55.9,0,0.2,0.2,-0.2,2,20,0,0,34,1166,31,29,0,1,0,2,0,0,0,0,1,9,12,9,1,0,2,0,0,0,0,0,0,0,0,0,35,24,17,18,0,17,27,63,10,23,14,9,23,58,108,0,1426,194,871,532,27,15,1426,0,0,0,0,0,831,3955,1926,4,7,0,9,2,937,1,1,0,0,15,7,1,0,1,0,110,44,38,53.7
Chaim El Djebali,tn TUN,MF,Lyon,fr Ligue 1,19,2004,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,77.8,120,23,3,3,100,4,4,100,0,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,5,0,10,1,0,0,1,100,9,50,35,1,1,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Chaka Traorè,ci CIV,FW,Milan,it Serie A,18,2004,2,0,20,1,4.5,1,1,1,100,1,1,17.3,0,0,0,0.1,0.1,0.08,0.9,0.9,9,11,81.8,121,19,5,5,100,4,5,80,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,2,50,1,1,1,0,0,2,0,0,16,0,4,6,6,1,16,0,0,0,0,0,9,57,44,2,1,1,0,1,10,2,0,0,0,1,0,0,0,0,0,1,0,1,0
Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,28,1994,25,25,2207,4,0.08,2,19,2,10.5,0.11,1,10.3,0,0,0,1.8,1.8,0.1,0.2,0.2,1222,1398,87.4,24175,8626,372,410,90.7,701,770,91,130,188,69.1,2,1,1.5,1,7,124,11,3,131,1325,71,36,0,2,15,18,0,0,0,0,2,8,20,17,0,1,2,0,0,2,2,0,0,0,0,0,33,21,25,7,1,17,30,56.7,13,21,13,8,13,46,95,1,1631,170,618,925,98,25,1631,11,7,63.6,3,27.3,1221,6994,4035,16,29,2,17,5,1148,10,1,0,0,21,9,2,0,0,1,102,40,32,55.6
Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,29,1993,22,10,904,3,0.2,2,15,4,26.7,0.13,0.5,21.9,4,0,0,1.3,1.3,0.08,0.7,0.7,451,594,75.9,7235,2374,240,272,88.2,182,225,80.9,25,71,35.2,1,1.6,0.9,-0.6,9,29,10,9,35,496,96,9,0,8,59,84,3,2,1,0,2,16,19,13,4,1,1,0,0,3,2,0,1,0,0,0,10,6,5,4,1,5,10,50,5,15,5,10,5,15,30,0,682,28,194,311,180,10,682,7,2,28.6,5,71.4,354,1964,1020,36,20,3,5,5,455,41,2,0,0,12,0,2,0,0,0,31,16,13,55.2
Charles De Ketelaere,be BEL,"FW,MF",Atalanta,it Serie A,22,2001,35,25,2026,18,0.44,10,44,24,54.5,0.2,0.38,14.2,0,1,1,7.1,6.3,0.14,2.9,2.7,565,782,72.3,8690,2346,302,384,78.6,211,273,77.3,31,58,53.4,8,6.1,4.1,1.9,49,44,42,7,126,746,35,7,6,2,47,8,2,0,2,0,1,25,93,70,2,8,2,8,3,10,10,0,0,0,0,0,33,21,3,12,18,10,20,50,10,30,2,28,7,40,6,0,1098,10,60,442,612,133,1097,88,40,45.5,35,39.8,669,4241,2121,88,51,41,83,54,835,219,1,0,0,17,47,6,0,0,1,93,38,35,52.1
Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,29,1993,28,25,2331,2,0.04,1,10,1,10,0.1,1,25.8,0,0,0,0.2,0.2,0.02,0.8,0.8,995,1312,75.8,16535,5292,520,590,88.1,380,488,77.9,76,169,45,1,1.2,1.7,-0.2,15,69,19,14,82,1099,206,14,0,7,71,192,0,0,0,0,7,28,34,30,0,0,2,1,1,2,1,0,0,1,0,0,35,20,19,14,2,17,35,48.6,18,27,11,16,19,54,78,0,1542,115,503,679,370,18,1542,17,9,52.9,6,35.3,723,3259,1497,36,18,5,18,10,861,81,8,0,0,20,16,2,0,0,0,106,41,38,51.9
